video_name,question_id,if_you_can_answer,your_answer,your_answer_2,your_answer_3,reason,scene_context,speaker's_information,facial_expression,motion,tone_of_voice,other_information,reference_time_start,reference_time_end
QxrBZStJOGk,q4,yes,a3,,,"Because at the very beginning it mentions \""about our premature birth\"".",,,,,,,0,4
QxrBZStJOGk,q6,yes,a0,,,The fact that the doctors indicate their dissatisfaction suggests that the atmosphere is not good.,,,,,,,47,54
R_nAa-dNKSU,q1,yes,a0,,,Because of the continuous difficult explanations that need to be thought out in her head.,,,,,,,0,12
R_nAa-dNKSU,q2,yes,a0,,,"Because she says that amount is a very comfortable number, although not enough.",,,,,,,22,27
R_nAa-dNKSU,q3,yes,a1,,,Their reactions suggest that they are surprised at the amount.,,,,,,,40,42
R_nAa-dNKSU,q4,yes,a3,,,Because she keeps them informed without delay.,,,,,,,0,12
R_nAa-dNKSU,q5,no,,,,"Answer a2 would be the best response to the problem, but we cannot determine this because we do not know their expressions or demeanor.",,,1,,1,,,
rAGZLKO6LR4,q1,yes,a0,,,Because she uses a lot of negative expressions.,,,,,,,11,14
rAGZLKO6LR4,q2,no,,,,Because his tone of voice cannot be read from the script.,,,,,1,,,
rAGZLKO6LR4,q3,yes,a3,,,The fact that the father gives his daughter advice suggests that they have a close parent-child relationship.,,,,,,,28,49
rAGZLKO6LR4,q4,yes,a0,a1,a2,The situation of the father giving his daughter advice suggests that he is giving her serious advice.,,,,,,,37,49
rAGZLKO6LR4,q5,yes,a3,,,She is convinced by her father's story but regrets that she feels like a constant failure.,,,,,,,52,59
rAGZLKO6LR4,q6,no,,,,Because it is unclear what part of the script she shook her head at.,1,,,,,,,
rbAZyZwvNiM,q1,yes,a2,,,Because she thinks from the beginning that he doesn't like her painting.,,,,,,,0,8
rbAZyZwvNiM,q2,yes,a1,,,Because he compliments her work.,,,,,,,10,12
rbAZyZwvNiM,q3,yes,a2,,,Because the man says to the girl that his anger is venting toward his grandmother's wardrobe.,,,,,,,28,31
rbAZyZwvNiM,q4,yes,a3,,,"She was not confident in her work, and because of the man's words, she revealed her anger.",,,,,,,0,28
rbAZyZwvNiM,q5,no,,,,Because her specific actions are not mentioned and her tone of voice and facial expressions are not discernible from the script.,,,1,1,1,,,
rbAZyZwvNiM,q6,no,,,,"I could not find a sentence in the script that expressed his emotions, and the tone of his voice and other details were not evident from the script.",,,1,,1,,,
rq-7zoXQ69Y,q1,yes,a3,,,"Because she introduced this topic anew, even though the man had covered other topics.",,,,,,,18,36
rq-7zoXQ69Y,q2,yes,a0,,,Because the man agrees with the woman's claims.,,,,,,,37,38
rq-7zoXQ69Y,q3,no,,,,Because it is difficult to read from the text alone what kind of sentiments she is developing in her argument.,,,1,,1,,,
rq-7zoXQ69Y,q4,yes,a1,,,Because he mentions \“a story 24 years in the making\”.,,,,,,,38,56
rq-7zoXQ69Y,q5,no,,,,Because it is unclear what tone of voice and expression he is using to tell this story.,,,1,,1,,,
rq-7zoXQ69Y,q6,no,,,,She understands how solemn it is because of the seriousness of the news.,1,,1,,,,,
rq-7zoXQ69Y,q7,no,,,,Because there are no specific actions described in which her attitude appears.,,,,1,,,,
rq-7zoXQ69Y,q8,yes,a0,a2,a3,Because they are dealing with the serious content of the attacks.,,,,,,,5,36
SADub7W22Zg,q1,yes,a2,,,"The script shows a lot of positive language, and it appears that the two are enjoying the drive.",,,,,,,0,59
SADub7W22Zg,q2,no,,,,Because it is unclear which speaker James is in the answer choices and his movement is also unclear.,,1,,1,,,,
SADub7W22Zg,q3,yes,a3,,,"He is having a nice time because he clearly said, \“I'm having a nice time.\""",,,,,,,14,16
SADub7W22Zg,q4,yes,a0,,,Because of the mention of their enjoyment of various American snacks.,,,,,,,21,28
SADub7W22Zg,q5,yes,a3,a0,,Because I cannot find any negative words in their conversation with the other person.,,,,,,,18,20
SADub7W22Zg,q6,yes,a3,,,The last sentence and the context preceding it suggest that they are singing and moving to the lyrics.,,,,,,,38,59
SADub7W22Zg,q7,no,,,,Because it is unclear in which part he mentioned the weight of the man in white.,1,,,,,,,
SADub7W22Zg,q8,yes,a2,,,He was trying to point to a \“San Francisco hat\”.,,,,,,,28,31
SADub7W22Zg,q9,yes,a0,,,"Considering the situation of the drive, a0 is considered the answer.",,,,,,,0,59
SADub7W22Zg,q10,no,,,,Because it is unclear what part in the script surprised him.,1,,,,,,,
SADub7W22Zg,q11,no,,,,"They speak in a warm atmosphere, which indicates that their relationship is good, but we do not know what exactly their relationship is.",1,,,,,,,
SADub7W22Zg,q12,yes,a0,a1,,"They enjoyed the drive, eating snacks and singing, and one of them mentioned, \“I'm having a nice time.\”",,,,,,,14,16
SADub7W22Zg,q13,yes,a1,a2,,They enjoyed the drive and began to sing songs.,,,,,,,0,59
SADub7W22Zg,q14,no,,,,Because it is unclear which part of the story he was puzzled by.,1,,,,,,,
sheEL099ADM,q1,no,,,,The existence of an audience or their laughter cannot be determined solely from the transcript.,1,,,,,Information on paralanguage elements is necessary.,,
sheEL099ADM,q2,no,,,,"The mood of the audience, which might be indicated by laughter, postures, or facial expressions, cannot be discerned from the transcript alone.",1,,1,1,,Information on paralanguage elements is necessary.,,
sheEL099ADM,q3,no,,,,"While the transcript suggests irony, the speaker's tone among the answer choices cannot be accurately determined without knowing the tone of voice.",,,,,1,,,
sheEL099ADM,q4,yes,a1,,,"It seems that the man believes the document is biased, either suggesting that the White House intentionally uses statements from unidentified spokespersons to avoid clearly expressing political views, or that the document's author is attempting to frame the White House in a way that aligns with their own perspective.",,,,,,,7,23
sheEL099ADM,q5,yes,a1,a2,,"From the transcript, it can be inferred that the man is puzzled, questioning, \""Why unidentified?\"" in response to the omission of the source of the statement.",,,,,,,13,23
sheEL099ADM,q6,no,,,,"The transcript does not reveal how the man knew the name of Steve Bannon's senior prom theme. Without additional information, it's uncertain whether he researched it beforehand or made it up.",,1,,,,Background conversational information on how he ended up mentioning the prom theme name is required.,,
sheEL099ADM,q7,no,,,,The presence of a crowd and their reactions cannot be discerned from the transcript alone.,1,,1,1,,Information on paralanguage elements is necessary.,,
sheEL099ADM,q8,no,,,,"Although the transcript may suggest irony, the man's tone and facial expressions are necessary to determine whether he is being sarcastic.",,,1,,1,,,
SIjRT3fcsko,q1,no,,,,"The transcript does not make it clear which lines belong to the younger couple or the older woman, and understanding their reactions to being spoken to would also require observing facial expressions.",,1,1,,,,,
SIjRT3fcsko,q2,yes,a0,a3,,"The \""Wow.\"" following the statement suggests that the younger couple is amused by the comment, and the transcript also indicates a polite tone in the conversation.",,,,,,,16,19
SIjRT3fcsko,q3,yes,a3,,,"The question, \""So, have you folks been on the road long?\"" implies a recent acquaintance, and the subsequent mention of where one grew up further indicates that they are not intimately familiar with one another.",,,,,,,3,9
SIjRT3fcsko,q4,no,,,,The transcript does not provide sufficient information to determine whether any physical contact occurred between the individuals.,,,,1,,,,
SIjRT3fcsko,q5,no,,,,"The presence of the white-haired man, or the reason why he didn’t join the conversation, cannot be discerned from the transcript.",1,1,1,,,,,
SN_U0Pc9YKU,q1,no,,,,The transcript does not reveal whether someone smiled or in response to what they might have smiled.,,1,1,,,,,
SN_U0Pc9YKU,q2,yes,a1,,,"\""Congratulations. Finally, something worth reading. Come into my office.\"" \""Hey, where'd you go?\"" \""I'm coming, I'm coming.\"" This part suggests a conversation between a boss and a worker, with the boss speaking the first part and the worker responding.",,,,,,,28,41
SN_U0Pc9YKU,q3,no,,,,It is unknown whether the woman reciprocates the man's feelings without insight into her facial expression and tone.,,1,1,,1,,,
SN_U0Pc9YKU,q4,no,,,,"Understanding how the woman feels at the beginning of the video requires insight into her tone and facial expression. Additionally, it is difficult to determine which quote is being said by her.",,1,1,,1,,,
SN_U0Pc9YKU,q5,yes,a3,,,"The statement \""Uh, what are you doing here?\"" suggests that the man, surprised after recognizing the woman and saying \""Oh my God,\"" followed up with this question.",,,,,,,0,17
SN_U0Pc9YKU,q6,no,,,,"It is not possible to determine from the transcript whether the woman is pleased to see the man or not, as none of the quotes suggest any particular feeling.",,1,1,1,1,,,
sqIR2N5izHo,q1,yes,a3,,,"The statement \""Oh, I bet you must have been, I mean, that must have been crazy. Oh, sitting there and suddenly she starts talking about you.\"" suggests that the man is surprised that the other person was unexpectedly talking about her life.",,,,,,,20,29
sqIR2N5izHo,q2,yes,a0,,,"The woman explicitly says it was \""surreal and just so a dream come true,\"" suggesting that she is amazed and in awe of the experience.",,,,,,,23,36
sqIR2N5izHo,q3,yes,a0,a1,a3,"Whether the man is emotionally moved is difficult to ascertain, but the conversation indicates that the host is profoundly engaged in her story and eager to inquire further.",,,,,,,0,57
sqIR2N5izHo,q4,no,,,,"How the woman presents herself would require information on her tone, facial expressions, body language, and other elements like laughter or stuttering.",,,1,1,1,Information on paralanguage elements is necessary.,,
sqIR2N5izHo,q5,yes,a2,,,"The woman's statement, \""It was surreal and just so a dream come true,\"" suggests that she was flattered.",,,,,,,23,36
SxtSW5HFkvg,q1,yes,a0,,,"In addition to discussing the history of the company, the woman later appears to demonstrate how to use the product, possibly on a TV shopping segment.",,,,,,,45,57
SxtSW5HFkvg,q2,no,,,,"The script suggests that the women are in a TV shopping scene, where personal feelings are not involved. Even so, to determine whether they are friendly toward each other or not would still require observing their tone, facial expressions, physical distance, and other body language elements.",,,1,1,1,,,
SxtSW5HFkvg,q3,no,,,,"The question is phrased awkwardly, making it difficult to select an appropriate answer.",,,,,,A question that is phrased differently to understand what is being asked.,,
SxtSW5HFkvg,q4,no,,,,Positional information about the women is unknown from the transcript.,,1,,,,,,
SxtSW5HFkvg,q5,no,,,,"To determine why the woman on the right is smiling and how it relates to what she is saying, positional information is again needed, as well as her facial expressions.",,1,1,,,,,
tbwPN9fZb2Q,q1,yes,a1,,,"The statement, \""You haven't answered the question. Not once. You haven't come close to answering the question,\"" indicates that the man is clearly dissatisfied with the response given by the woman.",,,,,,,24,30
tbwPN9fZb2Q,q2,yes,a1,,,The man’s statement that the woman is \“telling a bold-faced lie\” suggests he does not think highly of her statement.,,,,,,,35,41
tbwPN9fZb2Q,q3,yes,a0,,,"The woman’s response, \“I think I’ve answered this question several times,\” suggests that she is angry and frustrated with the repeated questioning.",,,,,,,21,23
tbwPN9fZb2Q,q4,yes,a2,,,"The transcript indicates that two questions have been posed to the woman, and she seems irritated on both occasions.",,,,,,,0,23
tbwPN9fZb2Q,q5,no,,,,"Based on the transcript, it is not possible to determine which quotes are attributed to the man in the red tie.",,1,,,,,,
tbwPN9fZb2Q,q6,yes,a1,,,The comments made in the latter half of the video suggest that the man is reviewing a clip and believes the woman is being dishonest and outright lying.,,,,,,,24,60
tbwPN9fZb2Q,q7,yes,a2,,,"Although the transcript does not confirm if the man in the suit is the same as the man in the red tie, it can be inferred from the content that the only comments made about her are related to her lying.",,,,,,,35,48
tbwPN9fZb2Q,q8,no,,,,"While the woman appears annoyed, her genuine concern cannot be assessed without considering her tone, body language, facial expressions, and the context of her situation, whether it be a court, a rally, or other environments.",1,,1,1,1,,,
TewPhK6CZ-Q,q1,no,,,,"Without positional information on the speakers, it is unclear which man is on the right. Additionally, how he speaks depends on his tone and other factors, such as stuttering.",,1,,,1,Information on paralanguage elements is necessary.,,
TewPhK6CZ-Q,q2,no,,,,"While the content of the conversation suggests it is serious and informative, the actual mood would depend on the tone of speaking.",,,,,1,,,
TewPhK6CZ-Q,q3,no,,,,"The informative discussion does not imply any personal feelings, but additional information on how the men interact with each other is also necessary to fully understand their dynamic.",,,1,1,1,,,
TewPhK6CZ-Q,q4,no,,,,The transcript does not reveal which speaker is wearing the purple shirt.,,1,,,,,,
TewPhK6CZ-Q,q5,no,,,,The transcript does not allow for distinguishing between the attire of the men or identifying which speaker delivers each line.,,1,,,,,,
TGbe5v-Pz2E,q1,yes,a2,,,"Although the transcript does not directly identify the man in the backseat, the statement, \""I mean, you just need to relax a little bit. Like it's not... It's alright. It's okay,\"" can be reasonably attributed to him based on the context.",,,,,,,47,52
TGbe5v-Pz2E,q2,no,,,,"The woman's smiling appears incongruous with the situation described. Without additional context regarding her facial expression, it is not possible to answer the question.",,,1,,,,,
TGbe5v-Pz2E,q3,yes,a0,,,"Although the transcript does not clarify which lines belong to whom, the conversation suggests a back-and-forth exchange of complaints and ongoing arguing.",,,,,,,0,60
TGbe5v-Pz2E,q4,no,,,,The transcript does not provide information on why or when the woman placed her finger to her head.,,,,1,,,,
TGbe5v-Pz2E,q5,no,,,,Further context regarding facial expression is needed to understand the situation in which the woman widened her eyes.,,,1,,,,,
TGbe5v-Pz2E,q6,no,,,,"While the transcript provides his verbal statements, additional details about his facial expressions and body language are needed to fully understand how he conveys discomfort.",,,1,1,,,,
tQW5JYgxCbk,q1,yes,a2,,,"The transcript likely recorded \""can I pick this?\"" when it was intended as \""can I pet this?\"" suggesting that the man probably meant to ask if he could touch or stroke the shirt the woman is wearing.",,,,,,,0,2
tQW5JYgxCbk,q2,no,,,,"Without additional visual information about the woman and the clothing itself, it is not possible to answer the question accurately.",,1,,,,,,
TTY4WKXoPac,q1,yes,a2,,,"The man in light blue is concerned about his age because he feels he is aging prematurely while working in a studio with craft services, compared to others who were out in the field and seem unaffected.",,,,,,,38,59
TTY4WKXoPac,q2,no,,,,"The transcript does not allow for precise attribution of each line to the man in blue, so it is not possible to definitively determine his level of engagement in the conversation.",,1,,,,,,
TTY4WKXoPac,q3,no,,,,"The question is essentially identical to the previous one, and some answer choices necessitate further insight into the man's facial expressions and body language to accurately gauge his engagement in the conversation.",,1,1,1,,,,
TTY4WKXoPac,q4,yes,a2,,,"The man's statement, \""So lucky.\"" is likely a direct response to the other man's comment about being emotionally detached and how it benefits his job. ",,,,,,,4,13
TTY4WKXoPac,q5,no,,,,"The transcript does not indicate whether there is agreement or disagreement, so additional information on verbal affirmations and non-verbal cues, such as nodding, is necessary.",,,,1,,Information on paralanguage elements is necessary.,,
uivjORoSW0k,q1,no,,,,The presence of an audience or their applause cannot be determined from the transcript alone.,1,,,1,,Information on paralanguage elements is necessary.,,
uivjORoSW0k,q2,no,,,,"The transcript does not specify which man is wearing glasses, nor does it document any laughter.",,1,,,,Information on paralanguage elements is necessary.,,
uivjORoSW0k,q3,no,,,,"Without positional information, it is impossible to identify the man on the right.",,1,,,,,,
uivjORoSW0k,q4,no,,,,"Based on the transcript, it is impossible to identify which man is on the right or left.",,1,,,,,,
uivjORoSW0k,q5,no,,,,"Hand gestures, such as pointing, require additional information on movement to be fully understood.",,,,1,,,,
urYGhhMOToU,q1,no,,,,"From the transcript, it is impossible to determine the identity or role of the man in the cowboy hat.",,1,,,,,,
urYGhhMOToU,q2,no,,,,"The transcript fails to elucidate the identity of the man in the hat, and even with such clarification, it remains impossible to determine the precise moments when he nodded.",,1,,1,,,,
urYGhhMOToU,q3,no,,,,The transcript does not provide details on the volume of speech.,,,,,,Information on vocal characteristics is necessary.,,
urYGhhMOToU,q4,no,,,,It is impossible to determine from the transcript which lines are spoken by the black man.,,1,,,,,,
urYGhhMOToU,q5,no,,,,The transcript does not provide enough information to determine the identity of the man in the cowboy hat.,,1,,,,,,
UwPd_D3y3Pk,q1,no,,,,"The transcript does not specify which lines are attributed to the man, nor does it provide any insights into his physical movements or facial expressions.",,1,1,1,,,,
UwPd_D3y3Pk,q2,yes,a0,,,"The quote \""We've got Scotch whiskey, we've got haggis, we've got great scenery, we've got wonderful cities\"" is precisely what answer choice A0 describes.",,,,,,,17,22
UwPd_D3y3Pk,q3,yes,a3,,,"The woman's remark, \""That's where we went wrong,\"" seems to be her way of playing along with the statement before, injecting a bit of humor. ",,,,,,,50,52
UwPd_D3y3Pk,q4,yes,a1,,,"The woman clearly states, \""It is wonderful. You know, it's spicy, it's tasty, it's absolutely delicious,\"" when describing haggis.",,,,,,,5,11
UwPd_D3y3Pk,q5,yes,a1,,,"The woman’s statement, \“So another reason for you to come to Edinburgh. Scotland has so much to offer,\” implies that she is passionate about the topic and is proudly flaunting Scotland’s attractions.",,,,,,,13,17
UwPd_D3y3Pk,q6,yes,a1,,,"The man's statement, \""We went through a very similar process,\"" suggests that he is drawing a parallel between America and Scotland.",,,,,,,36,38
UwPd_D3y3Pk,q7,yes,a2,,,"The woman highlights several positive aspects of Scotland, such as its Scotch whiskey, haggis, great scenery, and wonderful cities, all of which could be compelling to the average person.",,,,,,,0,27
UwPd_D3y3Pk,q8,no,,,,"To determine whether the man is comfortable in social situations, additional information on his tone, facial expressions, and movements is necessary.",,,1,1,1,,,
UwPd_D3y3Pk,q9,no,,,,The tone of the conversation between the two cannot be discerned from the transcript.,,,,,1,,,
UwPd_D3y3Pk,q10,yes,a0,a3,,The woman's remarks about Scotland at the beginning of the video indicate that she has a strong affinity for the country and perceives many of its qualities as great.,,,,,,,0,27
UwPd_D3y3Pk,q11,no,,,,There is no indication in the conversation that the man was interrupted or hindered in asking a question.,,,,,,A more accurate question that reflects the actual scene.,,
UwPd_D3y3Pk,q12,no,,,,The presence of an audience or their laughter cannot be inferred from the transcript alone.,1,,,,,Information on paralanguage elements is necessary.,,
UwPd_D3y3Pk,q13,no,,,,"To accurately assess how the woman feels in social situations, further details regarding her tone, facial expressions, and movements are essential.",,,1,1,1,,,
UwPd_D3y3Pk,q14,yes,a2,,,"Based on the transcript, the man is clearly engaged in the conversation, adding a humorous twist and drawing comparisons with his own country.",,,,,,,0,60
v9LWNFTA2YQ,q1,no,,,,"While the man's remark might generally be expected to elicit a negative response, the transcript does not specify the attire of the individuals involved, so it is unclear whether this comment was directed towards the man in the brown shirt.",,1,,,,,,
v9LWNFTA2YQ,q2,no,,,,"Looking down when asked a personal question could have various intentions, so it cannot be conclusively interpreted from the transcript alone.",,,1,1,,,,
v9LWNFTA2YQ,q3,no,,,,"While the woman does appear to say \""thank you\"" based on the transcript, her true feelings cannot be discerned without knowing the tone in which it was said.",,,,,1,,,
v9LWNFTA2YQ,q4,no,,,,"The question of whether the woman is aware of the situation seems ambiguous, as she appears to be engaged in conversation. Without further information, a definitive answer cannot be provided.",1,,1,1,1,"Clarity regarding the term ""awareness.""",,
v9LWNFTA2YQ,q5,no,,,,Determining who holds control in the situation hinges on various factors that cannot be ascertained from the transcript alone.,,1,1,1,1,,,
v9LWNFTA2YQ,q6,no,,,,"The relationship between the man and the woman, despite the personal questions being asked, remains uncertain based on the brief passage provided.",1,,,,,"
Any information that would shed light on the relationship between the two.",,
vE0R-Gw_GEA,q1,yes,a3,,,"The woman clearly states, \""I cannot touch velvet without starting to get shaky. The texture just feels wrong,\"" which indicates that answer choice a3 is correct.",,,,,,,53,59
vE0R-Gw_GEA,q2,yes,a0,,,"In the first half of the transcript, the woman describes how her dog actively helps her out of overwhelming situations, which seemed to impress the others.",,,,,,,0,38
vE0R-Gw_GEA,q3,no,,,,The man in black cannot be identified by his lines based on the transcript alone.,,1,,,,,,
vE0R-Gw_GEA,q4,yes,a2,,,"The woman says, \""She will pull to the extent that I'm forced to leave the situation,\"" suggesting that she views the dog's behavior as forceful at times, but ultimately beneficial.",,,,,,,33,36
vE0R-Gw_GEA,q5,no,,,,"Based on the conversation, the answer seems to be that she is sensitive to sounds and other stimuli because she is autistic, which is not covered by any of the answer choices.",,,,,,Better answer choices that reflect the actual scene.,,
VITNLDx3Kgk,q1,no,,,,"The men's speaking tone cannot be determined from the transcript alone, nor can I distinguish between them based on their attire.",,1,,,1,,,
VITNLDx3Kgk,q2,no,,,,"Based on the conversation, the man in the red hat appears to show little interest in the secret handshake, but his true feelings cannot be conclusively determined without additional context.",,1,1,,1,,,
VITNLDx3Kgk,q3,no,,,,"The transcript renders it challenging to discern who delivers each line, and the attitudes of the men cannot be definitively ascertained.",,1,1,1,1,,,
VITNLDx3Kgk,q4,no,,,,"The transcript suggests that one man asks the other why he doesn't curse, but whether he finds it odd or is annoyed cannot be determined without knowing the tone.",,,,,1,,,
VITNLDx3Kgk,q5,no,,,,The dominant person in the conversation cannot be identified because the transcript does not indicate who is speaking each line.,,1,,,,,,
VIVkYG31Oas,q1,yes,a2,,,"As answer choice a2 suggests, there is insufficient information to determine how the woman is feeling.",,,,,,,0,60
VIVkYG31Oas,q2,yes,a2,,,"Based on the transcript, the woman provides a detailed explanation of why arguing is counterproductive.",,,,,,,0,60
VIVkYG31Oas,q3,yes,a2,,,"By citing research findings from a psychologist, the woman’s argument is bolstered with credibility, as it is substantiated by scientific evidence.",,,,,,,10,14
VIVkYG31Oas,q4,yes,a3,,,"As previously mentioned, the woman asserts that arguments are counterproductive, as the capacity for reason diminishes while hostility intensifies.",,,,,,,0,60
VIVkYG31Oas,q5,yes,a3,,,The woman is clearly advising people to avoid turning discussions into arguments.,,,,,,,41,52
VIVkYG31Oas,q6,no,,,,How the lady appeared at certain points in the transcript cannot be determined without additional details regarding her tone and facial expressions.,,,1,,1,,,
VIVkYG31Oas,q7,no,,,,The woman's gestures cannot be discerned from the transcript.,,,,1,,,,
VIVkYG31Oas,q8,yes,a3,,,"While the other answer choices are more precise and might better capture the actual scene, the transcript suggests that she expresses interest in the topic.",,,,,,,0,60
VIVkYG31Oas,q9,no,,,,The supposed enthusiasm in the woman’s speech cannot be ascertained from the transcript alone.,,,1,1,1,,,
VIVkYG31Oas,q10,no,,,,"Based on the transcript, the woman presents a persuasive argument supported by scientific evidence and advice, but none of the answer choices effectively capture this. Furthermore, she does not convey a particularly upbeat attitude.",,,,,,Better answer choices that reflect the actual scene.,,
VIVkYG31Oas,q11,no,,,,"Understanding how the woman feels requires more than just her words but also her tone, expressions, and hand gestures during her speech.",,,1,1,1,,,
VIVkYG31Oas,q12,no,,,,The tone of the woman’s speech cannot be discerned from the transcript.,,,,,1,,,
VIVkYG31Oas,q13,no,,,,The woman’s hand motions are not described in the transcript.,,,,1,,,,
VIVkYG31Oas,q14,no,,,,The transcript does not indicate when the lady smiled.,,,1,,,,,
vjZDdaFTubE,q1,yes,a1,,,"While the transcript does not clarify which individual is the man and which is the woman, both appear to be genuinely invested and actively engaged in the discussion.",,,,,,,0,60
vjZDdaFTubE,q2,no,,,,"The relationship between the two cannot be discerned from the transcript, and some of the answer choices necessitate additional context regarding the scene.",1,1,,,,,,
vjZDdaFTubE,q3,no,,,,"The transcript does not reveal when the man or the woman laughs, leaving their intentions obscured.",,,,,,Information on paralanguage elements is necessary.,,
vjZDdaFTubE,q4,no,,,,"The question cannot be answered without insight into paralanguage elements, including laughter.",,,,,,Information on paralanguage elements is necessary.,,
vjZDdaFTubE,q5,no,,,,"In addition to laughter, the seriousness of the people cannot be determined without knowing the tone of voice.",,,,,1,Information on paralanguage elements is necessary.,,
Vmo12BffgQc,q1,no,,,,The blonde and brunette women cannot be distinguished based on the transcript.,,1,,,,,,
Vmo12BffgQc,q2,yes,a2,,,"The conversation at the beginning suggests that answer choice a2 is the closest match because the greeting appears to convey a cheerful tone, based on the transcript.",,,,,,,0,15
Vmo12BffgQc,q3,no,,,,The intent behind the man raising his eyebrows remains unclear without additional information on his facial expressions.,,,1,,,,,
Vmo12BffgQc,q4,no,,,,"The man and the woman cannot be differentiated based on the transcript, which also omits any mention of facial expressions.",,1,1,,,,,
Vmo12BffgQc,q5,no,,,,"How the man felt would depend on his reaction when he said \""sorry?\"" which could underlie sadness, anger, or any other feelings.",,,1,,1,,,
vTLkSpY_aYg,q1,no,,,,"The transcript does not specify which lines belong to the man, nor does it indicate when he smiles or when the camera is turned off.",1,1,1,,,,,
vTLkSpY_aYg,q2,no,,,,"Without further context about the speakers in the transcript, it is impossible to ascertain whether they are friends.",,1,,,,,,
vTLkSpY_aYg,q3,no,,,,Whether the man whispers and when cannot be determined from the transcript alone.,,,,,,Information on vocal characteristics is necessary.,,
vTLkSpY_aYg,q4,yes,a2,,,"In the first half of the transcript, the man appears to elaborate on how he intends to execute the buried alive prank for a potential audience.",,,,,,,9,35
vTLkSpY_aYg,q5,no,,,,Actions such as wiping the face cannot be discerned from the transcript.,,,,1,,,,
vZAQjsoMbKY,q1,no,,,,"The man’s attitude toward the woman cannot be discerned due to the lack of clear attribution in the transcript. Even with clarity, a definitive judgment would require insight into body language, tone, and expressions.",,1,1,1,,,,
vZAQjsoMbKY,q2,yes,a0,,,"Given that the woman says, \""Hold on. How do you know all of this?\"", the eye squinting could be indicative of curiosity.",,,,,,,18,19
vZAQjsoMbKY,q3,no,,,,"The transcript does not appear to indicate any verbal reaction from the woman to the man’s statement, necessitating additional information such as facial expressions and gestures to fully comprehend her feelings.",,,1,1,,,,
vZAQjsoMbKY,q4,no,,,,"Based on the transcript, this likely occurs when someone says \""Not yet,\"" but the subsequent reaction is not described, making it impossible to answer the question definitively.",,,1,1,,,,
vZAQjsoMbKY,q5,no,,,,"Without further information on the speakers, it is impossible to definitively identify which lines are being spoken by the woman in pink, making it difficult to assess her feelings.",,1,,,,,,
wA4i3eHKsTQ,q1,no,,,,"From the transcript, it is impossible to determine which individual is the man in red, white, and blue.",,1,,,,,,
wA4i3eHKsTQ,q2,no,,,,"Likewise, the conversations cannot be attributed to the man in the hat, making it impossible to discern his feelings.",,1,,,,,,
wA4i3eHKsTQ,q3,no,,,,"Without insight into facial expressions and body language, it is impossible to determine how the other two men reacted when the third man referred to the place as a \""McMansion.\""",,,1,1,,,,
wA4i3eHKsTQ,q4,no,,,,"The purpose of the man in glasses cannot be discerned from the transcript, as it does not specify which statements are made by him.",,1,,,,,,
wA4i3eHKsTQ,q5,no,,,,"It is impossible to determine how the man in red, white, and blue reacted at the beginning without visual confirmation of his attire to identify his statements.",,1,,,,,,
waE2GdoBW68,q1,yes,a1,,,"The \""whoas\"" and exclamation marks make it seem like the man is showing excitement for the girl.",,,,,,,0,45
waE2GdoBW68,q2,no,,,,The transcript does not provide insight into the man playing with the toy.,1,1,,,,,,
waE2GdoBW68,q3,yes,a3,,,"The man's comments imply that the girl is eagerly engaged in play, specifically going down the slide.",,,,,,,0,45
waE2GdoBW68,q4,yes,a2,,,"Their interactions, as indicated by the conversation, suggest a close and comfortable relationship, potentially between a father and his daughter.",,,,,,,0,45
waE2GdoBW68,q5,no,,,,The volume of the man’s speech cannot be discerned from the transcript.,,,,,,Information on vocal characteristics is necessary.,,
waE2GdoBW68,q6,yes,a2,,,The conversation resembles a typical interaction between a father and his child.,,,,,,,0,45
waE2GdoBW68,q7,no,,,,"The girl's feelings, particularly given her limited verbal communication, are challenging to ascertain without additional information on her facial expressions and movements.",,,1,1,,,,
waE2GdoBW68,q8,yes,a2,,,"The remark, \""Whoa, that was a big one that time,\"" in response to the girl sliding down the slide, suggests that they are both enjoying themselves and having fun.",,,,,,,19,21
wB_hjqZQ1UY,q1,no,,,,The transcript does not allow me to figure out which part is spoken by the woman in the black and white top.,,1,,,,,,
wB_hjqZQ1UY,q2,no,,,,"Without details regarding the appearance and attire of the individuals, the question cannot be accurately answered.",,1,,,,,,
wB_hjqZQ1UY,q3,no,,,,The transcript does not provide any information identifying the man in the white robe.,,1,,,,,,
wB_hjqZQ1UY,q5,no,,,,The presence of the man in the suit cannot be confirmed through the transcript.,,1,,,,,,
Wg7ppxAgcuw,q1,no,,,,"While the question mentions the man leaning closer to the camera, the transcript does not provide sufficient information to confirm his intentions behind this action.",,,,1,,,,
Wg7ppxAgcuw,q2,yes,a0,,,"The content of the speech strongly indicates that the man is attempting to persuade the audience to enroll in healthcare, as he explicitly states, \""Here's why it's important, why you get enrolled in the health care exchange.\""",,,,,,,23,26
Wg7ppxAgcuw,q3,yes,a0,,,"The man clearly outlines what the insurance covers for women, implicitly suggesting that it is beneficial.",,,,,,,35,45
Wg7ppxAgcuw,q4,yes,a0,a1,,"The content of the speech suggests that his message is directed toward young Americans, encouraging them to obtain insurance policies, as he is deeply invested in their future.",,,,,,,23,59
Wg7ppxAgcuw,q5,no,,,,"From the transcript, it is not possible to confirm whether the man is looking down, nor can the reason for such an action be determined.",,,,1,,,,
