video_name,question_id,if_you_can_answer,your_answer,your_answer_2,your_answer_3,reason,contents_of_conversation,scene_context,speaker's_information,facial_expression,motion,tone_of_voice,other_information,reference_time_start,reference_time_end
noHN3H3gWPQ,q11,yes,a2,,,He argues that the male candidate had the opportunity to win against his opponent but failed. The raised voice tone suggests that he is disappointed by that.,1,,,,,1,,0,46
noHN3H3gWPQ,q12,yes,a1,,,He is criticizing the male candidate for missing an opportunity to crush his opponent during the presidential debate.,1,,,,,,,0,46
noHN3H3gWPQ,q13,yes,a3,,,"The woman exudes confidence, evident in her tone and body language.",,,,1,,1,,47,59
noHN3H3gWPQ,q14,yes,a0,,,They argue that the female candidate was dodging a question on purpose.,1,,,,,,,0,46
noHN3H3gWPQ,q15,yes,a1,,,They have the same opinion about the presidential debate. They did not contradict each other throughout the conversation.,1,,,,,,,0,46
noHN3H3gWPQ,q16,yes,a3,,,The man expresses his disappointment in the male candidate for not winning against the female candidate/,1,,,,,,,0,46
noHN3H3gWPQ,q17,no,,,,"None of the answers is correct. The atmosphere is tense, but neither of them look uncomfortable talking to each other.",,,,,,,Better answer choices that describe the overall mood.,,
Nra5F1tQQww,q1,no,,,,The question is unclear. We don't know which part the question is referring to.,,,,,,,A more specific question.,,
Nra5F1tQQww,q2,yes,a0,,,"The man is amused that she compares the scorpion sting to a bee sting. He starts making lighthearted joke about it, suggesting that he is not scared.",1,,,1,,,,0,20
Nra5F1tQQww,q3,yes,a1,,,"The man backs away from the scorpion, pretends to tremble, and makes \""gyaah\"" sound to show the viewer that he is terrified by the scorpion.",,1,,,1,,,24,27
Nra5F1tQQww,q4,yes,a1,,,"The man backs away from the scorpion, pretends to tremble, and makes \""gyaah\"" sound to show the viewer that he is terrified by the scorpion.",,1,,,1,,,24,27
Nra5F1tQQww,q5,yes,a3,,,The woman laughs when responding to the other men's making jokes.,1,,,,,,,0,59
Nra5F1tQQww,q6,yes,a0,,,"At 00:25 the man backs away from the scorpion, pretends to tremble, and makes \""gyaah\"" sound to show the viewer that he is terrified by the scorpion.",,1,,,1,1,,24,27
Nra5F1tQQww,q7,no,,,,"None of the answers is correct. The man in red is making a gesture with his hand to emphasize his statement about increasing the other man \""bad ass level\"".",,,,,,,Better answer choices that reflect the man's action.,,
Nra5F1tQQww,q8,yes,a1,,,She laughs and respond positively to the other men making jokes.,1,,,1,,1,,0,59
nx-g-qZgSyg,q1,yes,a0,,,"The man shows no emotion towards the woman. He is interrogating her about her ex-lover's death, so we can assume that he is just doing her job by talking to her.",1,,,1,,1,,0,59
nx-g-qZgSyg,q2,yes,a0,,,"When telling the man about the reason she stole the machine, her voice trembles and her face shows sign of embarrassment, possibly due to her feeling uncomfortable having to share about a private matter.",1,,,1,,1,,28,59
nx-g-qZgSyg,q3,yes,a0,,,The woman explicitly tells the man that she stole the machine to retrieve her past memory that she thinks was not supposed to be seen by the dead ex-lover.,1,,,,,,,28,59
nx-g-qZgSyg,q4,yes,a1,,,"They are discussing about the death of the woman's ex-lover. The overall mood of the conversation is dark and serious, evident in their voice tone and facial expression.",1,,,1,,1,,0,59
nx-g-qZgSyg,q5,yes,a3,,,"In the beginning, her facial expression is more flat yet tense but after admitting she stole the machine she breaks down as her voice trembles and she lowers her gaze in ashame.",1,,,1,,,,0,59
nx-g-qZgSyg,q6,yes,a3,,,"The man keeps a calm composure throughout the conversation. He maintans eye contact with the woman, fully paying attention to her statements.",1,,,1,,1,,0,59
nxt9PPJk2vs,q1,yes,a2,,,The blonde woman nods as she tries to convince the woman in blazer that the boy is not a troublemaker.,,,,,1,,,18,27
nxt9PPJk2vs,q2,no,,,,It is unclear what the hand-folding signifies.,,,,,,,Anything to helps us understand her reasonings.,,
nxt9PPJk2vs,q3,yes,a1,,,"The black woman stutters, \""I didn't mean to imply,\"" meaning that she is trying to contradict what the other woman is saying.",1,,,,,1,,18,21
nxt9PPJk2vs,q4,yes,a0,,,She maintains a calm composure and speak in a formal manner throughout the scene.,1,,,1,,1,,0,59
nxt9PPJk2vs,q5,yes,a2,,,She tries to convince the woman in blazer that her opinion about the boy is wrong.,1,,,,,,,0,59
nxt9PPJk2vs,q6,yes,a0,,,"The woman in blazer is trying to tell the blonde woman that the boy is troublesome, and the blonde woman is saying contradicting statements.",1,,,,,,,0,59
O5rTU5EA1C8,q1,yes,a0,a2,,He laughs to respond to the woman telling the audience about the wikileaks e-mail. This implies that he finds the quote amusing.,1,,,1,,,,40,47
O5rTU5EA1C8,q2,no,,,,She looks at him to show that she is paying attention.,,,,,,,Better answer choices that reflect the scene.,,
O5rTU5EA1C8,q3,yes,a3,,,They share the same opinion about the matters they are discussing in the video. They also pay attention to each other and do not interrupt when the other person is talking.,1,,,,,,,0,59
O5rTU5EA1C8,q4,yes,a0,,,"He evidently says, \""yeah\"", meaning he is agreeing with her.",1,,,,1,,,18,20
O5rTU5EA1C8,q5,yes,a3,,,The man is using his arms to show the audience that he is passionate about the topic.,,,,,1,,,0,59
o7Ax6SRTGks,q1,yes,a0,,,The two women are making jokes about the bake-off. The red-haired woman jokingly says that it is a competition and the black-haired woman frown and jokes that she is there to make friends and not to compete.,1,1,,1,,,,31,38
o7Ax6SRTGks,q2,yes,a0,,,"At 00:24, she shrugs her shoulder and says, \""I don't know\"" while smiling to the camera.",1,,,1,,,,20,26
o7Ax6SRTGks,q3,yes,a1,,,They are both laughing at the situation while verbally making remarks on how difficult frosting the cake is.,1,,,1,,,,18,24
o7Ax6SRTGks,q4,yes,a0,a3,,"She expresses, \""it's for art\"", implying she does not mind that the dye is all over her hand.",1,,,,,,,27,30
o7Ax6SRTGks,q5,yes,a0,,,They are both laughing at the situation while verbally making remarks on how difficult frosting the cake is.,1,,,1,,,,0,59
OgkMqPvKTQU,q1,yes,a3,,,"She calls him \""Mr Bossy\"" after he tells the woman to drink her protein in a commanding manner, implying that she is trying to express that she thinks he often gives orders.",1,,,1,,,,0,6
OgkMqPvKTQU,q2,yes,a3,,,"She expresses, \""yuck\"", suggesting that she dislikes the taste of the protein.",1,,,1,1,1,,14,17
OgkMqPvKTQU,q3,yes,a2,,,"She grabs the woman in grey to tell her an anecdote about her youth, starting the sentence with, \""I was a fountain girl\"".",1,,,,,,,22,26
OgkMqPvKTQU,q4,no,,,,There is not enough context to tell how the woman in grey feels about the other woman.,,,,,,,Anything to helps us understand her true feelings.,,
OgkMqPvKTQU,q5,yes,a3,,,"She closes her eyes, makes a slurping sound, and moans \""mmmm\"" while imagining drinking the chocolate malts, expressing how much she likes it.",1,,,1,,1,,45,49
OMkfujDPpwc,q1,no,,,,None of the answers reflect what the people in the video are doing. They are giving information to the viewer on how to prepare for the interview.,,,,,,,Better answer choices that reflect the intention of the people in the video,,
OMkfujDPpwc,q2,yes,a2,,,"They are educating the viewer about an interview, but we cannot draw a conclusion whether they are intelligent or not by just watching this short snippet.",1,,,,,,,0,59
OMkfujDPpwc,q3,yes,a0,a1,,They seem to respect each other because they listen to each other talk & do not argue nor cut each other in the video.,1,,,,,,,0,59
OMkfujDPpwc,q4,yes,a0,,,They are giving information to the viewer on how to prepare for the interview.,1,,,,,,,27,59
OMkfujDPpwc,q5,yes,a0,,,"They are giving information to the viewer on how to prepare for the interview, implying they want the viewer to be well prepared and succeed.",1,,,,,,,0,25
ooUw7Hq8YLg,q1,yes,a3,,,"He enunciates his words well, he exudes confidence and he speaks to the man in black in a polite manner.",1,,,1,,1,,0,59
ooUw7Hq8YLg,q2,yes,a2,,,"At 00:34, he explicitly says to the man in black, \""looking forward to it, Man!\"" to tell him that he is excited to talk to him in the carpool.",1,,,,,1,,33,36
ooUw7Hq8YLg,q3,yes,a3,,,"At 00:34, he explicitly says to the man in black, \""looking forward to it, Man!\"" to tell him that he is excited to talk to him in the carpool.",1,,,,,1,,33,36
ooUw7Hq8YLg,q4,yes,a3,,,He reminisces about his childhood while softly smiling and he speaks in a calm tone. This implies he thinks fondly of it. ,1,,,1,,1,,44,59
ooUw7Hq8YLg,q5,yes,a0,,,"At 00:19 it is shown that the title of the show is \""Carpool Conversation\"". We can assume this is an interview program and they are only driving to the ballpark to interview the man on the way there.",1,1,1,,,,,0,59
oW3UPfXHSUs,q1,yes,a3,,,"He pumps his fist while saying, \""passionate\"", trying to emphasize his point.",1,,,,1,,,36,38
oW3UPfXHSUs,q2,yes,a1,,,"He is confident about his opinion, evident in his facial expression and body language shown as he speaks.",1,,,1,1,,,0,59
oW3UPfXHSUs,q3,yes,a1,,,He passionately talks about the issue in a professional and calm manner. He does not raise his voice nor use aggressive tone when he speaks.,,,,1,,1,,0,59
oW3UPfXHSUs,q4,no,,,,"He pumps his fist while saying, \""passionate\"", trying to emphasize his point. None of the answer describe that.",,,,,,,Better answer choices that reflect the scene.,,
oW3UPfXHSUs,q5,yes,a2,,,"He believes that eating plants will solve the environment because he explicitly states, \""Shifting away from eating animals to eating plants will put a much lighter footprint on the planet.\"" ",1,,,,,,,0,10
oW3UPfXHSUs,q6,yes,a2,,,He is letting the other man respond to his statement because he is finished saying his piece.,1,,,,,,,0,27
oW3UPfXHSUs,q7,yes,a2,a3,,He listens to the other man as he speaks. He is also trying to be careful with his words to the other man when he wants to present his own opinion.,1,,,,,1,,0,59
oW3UPfXHSUs,q8,yes,a1,,,"In the beginning, his facial expression and voice tone are flat as he speaks about the issue professionally. Later on, he laughs alongside the other man when jokes are made, suggesting that he enjoys talking about the topic in a lighthearted mood as well.",1,,,,,,,0,59
oW3UPfXHSUs,q9,yes,a0,,,"He says that he thinks positively of the book but he thinks some people involved in the movement can be too \""passionate\"".",1,,,,,,,26,36
oW3UPfXHSUs,q10,yes,a0,,,"He was pleasantly surprised by the man's statement, suggesting that switching to a plant-based diet would be easier than expected because of it.",1,,,1,,1,,44,59
oW3UPfXHSUs,q11,yes,a2,,,He is trying to impress the other man with his statement that he thinks might be hard to believe.,1,,,1,,,,44,59
OWsT2rkqCk8,q1,yes,a0,a3,,"He tries to convince the girl that he is not a hyena & asks her to let him out of the jail at 00:27, saying \""I'm not a hyena, so let me out of this jail!\""",1,,,,,,,20,30
OWsT2rkqCk8,q2,yes,a2,,,"He verbally expresses, \""who can get us out of this jail?\"" at 00:33. ",1,,,,,,,30,59
pAoTHS4JSi4,q1,yes,a0,,,"The younger man rolls his eyes and responds with \""for what?\"" when the older man threatens that he will be arrested. This suggests that he thinks there is no reason for him to be arrested since the wife lets him in & he is not scared of the threat at all.",1,,,1,,1,,20,59
pAoTHS4JSi4,q2,yes,a1,a3,,He tries to threaten the younger man so that the younger man stops hanging out with his wife. He is also very upset when the younger man tries to tell him that they are in love.,1,,,1,,1,,0,59
pAoTHS4JSi4,q3,yes,a2,,,"He leans in when he learns that his wife Suzie was the one who let the young man in, and his face suggests that he was in disbelief to hear it.",1,,,1,,,,25,30
pAoTHS4JSi4,q4,yes,a2,a3,,"He explicitly states, \""you're not supposed to be here for another 4 hours\"", meaning he is not expecting the man to be home so early. His face suggests that he is both annoyed and confused by the man's presence. ",1,,,,,,,0,5
pAoTHS4JSi4,q5,yes,a2,a3,,He tries to threaten the younger man so that the younger man stops hanging out with his wife. ,1,,,1,,1,,0,59
PlKDQqKh03Y,q1,yes,a3,,,Everybody is listening to the man in black talk in silence.,1,,,1,,,,0,59
PlKDQqKh03Y,q2,yes,a2,,,Everybody is listening to the man in black talk. They do not question his decision at all & respects his suggestions.,1,,,1,,,,0,59
PlKDQqKh03Y,q3,yes,a3,,,He answers every question calmly and does not stutter.,1,,,1,,1,,15,30
PlKDQqKh03Y,q4,yes,a1,,,He maintains a straight face and a monotone voice when answering the questions.,,,,1,,1,,15,30
PlKDQqKh03Y,q5,yes,a0,,,He maintains a straight face and a monotone voice when answering the questions. Even when the older man question his presence he keeps a straight face.,,,,1,,1,,15,59
PlKDQqKh03Y,q6,no,,,,The camera does not focus on the man in red shirt so we cannot tell if he is nervous at all.,,Clearer view of the man's expression.,,,,,,,
pt7052eLUjg,q1,yes,a2,a3,,"He sighs as he speaks, his facial expression also suggests he is sad and confused about the situation.",1,,,1,1,1,,0,11
pt7052eLUjg,q2,yes,a0,,,She responds to his story by sharing an anecdote about his father to show sympathy towards the man.,1,,,1,,,,18,30
pt7052eLUjg,q3,yes,a0,a3,,The woman sits down after listening to the man's devastating story to talk to him & comfort him.,1,,,,1,,,18,25
pt7052eLUjg,q4,yes,a1,,,"They both talk in a soft voice, their facial expression and tone suggests that they are both disheartened and saddened by the topic.",1,,,1,,1,,0,59
pt7052eLUjg,q5,yes,a1,,,He is opening up about his feelings & even asks her what she thinks he should do. This implies that the man trusts her as he is showing a vulnerable side of himself to her.,1,1,,1,,,,0,59
pt7052eLUjg,q6,yes,a1,,,"He looks at the woman as she speaks about the survivor, his intense facial expression suggests that he is intrigued by it.",,,,1,,,,44,59
pXvVnvQOMQ0,q1,yes,a0,a2,,They do not interrupt each other & listens to the other person talks while maintaining eye contact.,1,,,1,,1,,0,59
pXvVnvQOMQ0,q2,yes,a1,,,"At 00:51 he evidently states, \""violent is wrong on both sides\"".",1,,,,,,,50,53
pXvVnvQOMQ0,q3,yes,a2,a3,,"He is confident about his opinion, evident in his facial expression and body language shown as he speaks.",1,,,1,,1,,12,26
pXvVnvQOMQ0,q4,yes,a1,,,"Yes, they both share the same opinions about the Black Lives Matter movement. When the man in glasses states his opinions, the other man also nods and responds with \""yeah\"".",1,,,,1,,,0,59
pXvVnvQOMQ0,q5,yes,a2,a0,,"They share their opinions passionately with each other. The man in the striped shirt explicitly states, \""There is something wrong here that has to be addressed\"" at 00:48.",1,,,1,,1,,0,59
pXvVnvQOMQ0,q6,no,,,,The video is cut before we can see how the other man reacts to his statement.,The other man's response or reaction.,,,,,,,,
pXvVnvQOMQ0,q7,yes,a2,,,"They both share the same opinions about the Black Lives Matter movement. When the man in glasses states his opinions, the other man also nods and responds with \""yeah\"".",1,,,,1,,,0,59
pXvVnvQOMQ0,q8,yes,a1,,,"He expresses in disbelief, \""how can these cops get away with this?\"" while talking about the 1991 incident.",1,,,1,,1,,30,59
q2EU-k9I5yg,q1,yes,a2,,,"The woman does not give him any response to him calling her name so he says \""hello?\"" to grab her attention.",1,,,1,,1,,0,2
q2EU-k9I5yg,q2,yes,a2,,,"She pokes her chest while expressing she came with \""a bad feeling\"" to stress how she thinks what they are discussing is \""bogus\"".",1,,,1,1,,,2,11
q2EU-k9I5yg,q3,yes,a2,,,He raises his voice when he speaks and his facial expression suggests that he is annoyed by what the woman is saying.,1,,,1,,1,,0,59
q2EU-k9I5yg,q4,yes,a1,,,"She also frowns and corrects the man by saying, \""it's not a gift, it's propaganda\"". This means she feels offended by the man referring to it as \""a gift\"".",1,,,1,,1,,33,40
q2EU-k9I5yg,q5,yes,a1,,,He is nodding a he tries to convince the woman that the information they broadcast is news to emphasize his point.,1,,,1,1,1,,42,46
Qp7epu5AtsQ,q1,yes,a0,a2,,"At the beginning of the video the man says, \""you lie to me about so many things,\"" meaning the woman has lied to him multiple times in the past. At 00:34, the woman tells the man that she will be honest from now on. However it is unclear if she intends to keep her promise.",1,,,,,,,0,43
Qp7epu5AtsQ,q2,yes,a3,,,"Although he shows that he is frustrated by the woman lying to him constantly, he still listens to her & even expresses that he wants to meet her friends.",1,,,,,,,0,46
Qp7epu5AtsQ,q4,yes,a1,,,"She puts her hand on his knees to apologize, \""I am really sorry\"" while looking at him in the eyes.",,,,1,1,,,6,8
Qp7epu5AtsQ,q5,yes,a0,,,"He still tries to show that he cares for her even though he has been lied to previously, meaning that the feelings he has for her is strong.",1,,,,,,,0,59
Qp7epu5AtsQ,q6,yes,a2,,,"When the man tells her she can tell him anything, she dismisses his suggestion, looks away and avoids eye contact with the man.",1,,,1,,,,12,30
QxrBZStJOGk,q1,yes,a2,,,She was asking one question to the bald man but the other man cuts them off and asks a different question. She rolls her eyes and looks away from the man as she finds that annoying .,1,,,1,1,,,16,20
QxrBZStJOGk,q2,yes,a3,,,Their voice tone and facial expression remain flat the whole scene.,,,,1,,1,,0,59
QxrBZStJOGk,q3,yes,a2,,,"In the beginning he shows that he feels relaxed as he lounges on the couch while answering to the question, but as soon as the woman asks him if they can look around he stands up, suggesting he is no longer feeling relaxed but rather defensive, and demands them to bring a warrant to do so. ",1,,,,1,,,0,59
QxrBZStJOGk,q4,yes,a0,,,"The man and woman are interrogating the bald man. In the end, the bald man tells them to bring a warrant for further investigation. From this we can conclude that the man and woman are detectives.",1,,,,,,,0,59
QxrBZStJOGk,q6,yes,a1,a3,,The two detectives are interrogating the bald man. The woman is also suspicious of the bald man because she thinks he is hiding something from them,1,,,,,1,,0,59
R_nAa-dNKSU,q1,yes,a0,,,Her facial expression suggests that she feels overwhelmed by the new information and is trying to comprehend what the woman in the blazer is telling them. ,,,,1,,,,12,15
R_nAa-dNKSU,q2,yes,a1,a2,,"At 00:25, she responds by questioning the woman in the blazer's statement, \""comfortable? That doesn't sound like nearly enough\"", while making a worrisome face.",1,,,1,,,,25,27
R_nAa-dNKSU,q3,yes,a2,,,"At 00:25, she responds by questioning the woman in the blazer's statement, \""comfortable? That doesn't sound like nearly enough\"", while making a worrisome face.",1,,,1,,,,25,27
R_nAa-dNKSU,q4,yes,a1,a3,,"She exudes confident while speaking to the couple, evident in her voice tone, facial expression, and body language.",1,,,1,,1,,0,59
R_nAa-dNKSU,q5,yes,a2,,,"The woman in blazer sounds very assuring towards the couple, while the couple are showing sign that they are worried the equity amount is not enough.",1,,,,,,,0,59
rAGZLKO6LR4,q1,yes,a0,,,"She cries, and explicitly states, \""I tried, failed\"" when his father encourages her to do her best.",1,,,,,,,0,59
rAGZLKO6LR4,q2,yes,a1,,,Throughout the scene he is encouraging the woman to do her best in an assuring and supportive tone.,1,,,1,,1,,0,59
rAGZLKO6LR4,q3,yes,a3,,,"The scene takes place in the woman's bedroom, suggesting that they have a familial relationship, possibly father and daugther. ",,1,,,,,,0,59
rAGZLKO6LR4,q4,yes,a2,a1,,"He looks at the woman in her eyes, presumably because he wants to get his point across to the woman.",1,,,1,,1,,0,59
rAGZLKO6LR4,q5,yes,a3,,,"She is trying to listen to the man's effort to encourage her, but she feels hopeless about her life.",1,,,1,,1,,0,59
rAGZLKO6LR4,q6,yes,a3,,,"She cries, and explicitly states, \""I tried, failed\"" when his father encourages her to do her best.",1,,,1,,1,,47,59
rbAZyZwvNiM,q1,yes,a2,,,"She says while smiling, \""I just thought I could fix some of these,\"" while proudly smiling at the other man, showing off her effort to fix the frames.",1,,,1,,1,,0,5
rbAZyZwvNiM,q2,yes,a3,,,"Even though the woman speaks in a cheerful tone towards the man, he replies in a cold manner & tells her that he does not appreciate her presence.",1,,,1,,1,,0,59
rbAZyZwvNiM,q3,yes,a1,,,"When the man tells her he does not want to see those photos \""staring\"" at him when he is stuck and hopeless in bed, she tries being considerate and flip one of the photo to hide it and assures him that she is not fixing the one photo because she thinks it triggers him.",1,1,,1,1,,,20,27
rbAZyZwvNiM,q4,yes,a0,,,"She says while smiling, \""I just thought I could fix some of these,\"" while proudly smiling at the other man, showing off her effort to fix the frames.",1,,,1,,1,,0,5
rbAZyZwvNiM,q5,yes,a3,,,"She raises her voice and tells the man, \""You don't have to be an arse!\""",1,,,1,,1,,35,59
rbAZyZwvNiM,q6,yes,a1,,,"Even though the woman speaks in a cheerful tone towards the man, he replies in a cold manner & tells her that he does not appreciate her presence.",1,,,1,,1,,0,59
rq-7zoXQ69Y,q1,yes,a2,,,At 00:30. the woman expresses her opinion that the shooting is impacting the political climate negatively.,1,,,,,,,0,40
rq-7zoXQ69Y,q2,yes,a0,,,"They are agreeing with each other throughout the scene,",1,,,,,,,0,59
rq-7zoXQ69Y,q3,yes,a1,,,She maintains a calm composure while taking about the grim news.,1,,,1,,1,,0,40
rq-7zoXQ69Y,q4,yes,a2,a1,,"He states, \""I think this is 24 years in the making\"", meaning he thinks it was long planned.",1,,,,,,,40,59
rq-7zoXQ69Y,q5,yes,a2,,,He expresses his condolence for the victims and agrees with the woman when she says the shooting unfortunately impacts the policital climate negatively.,1,,,,,1,,40,59
rq-7zoXQ69Y,q6,yes,a3,,,The topic of discussion is a mass shooting. She looks solemn to express how disheartened she is by the disastrous event.,1,,,1,,,,0,40
rq-7zoXQ69Y,q7,yes,a2,,,She looks solemn to express how disheartened she is by the disastrous event. She also adds her opinion which means she does not feel neutral about it.,1,,,1,,,,0,40
rq-7zoXQ69Y,q8,yes,a0,,,They both maintain a calm professional attitude when talking throughout the scene.,1,,,1,,1,,0,59
SADub7W22Zg,q1,yes,a2,,,They seem to be having fun throwing banter at each other & sing along to a song together in the car.,,1,,1,,,,0,59
SADub7W22Zg,q2,yes,a0,a2,,The audience are laughing when the two men say funny remarks or acting weird.,1,1,,,,,,0,59
SADub7W22Zg,q3,yes,a1,,,He asks the other man to check how far he needs to drive while smudging his eye to show that he is feeling tired.,1,,,,1,,,0,3
SADub7W22Zg,q4,yes,a0,,,"The man in black shows his enthusiasm by saying \""yes! One snickers\"" when picking candies to buy.",1,,,,,1,,22,27
SADub7W22Zg,q5,yes,a0,,,"He explicitly states, \""I love the stories\"" while smiling.",1,,,1,,,,19,20
SADub7W22Zg,q6,yes,a3,,,They are singing along to a song and wave their hand to show their enthusiasms.,,,,1,1,,,40,59
SADub7W22Zg,q7,yes,a2,,,He was lifting the man to help him get the hats on the wall.,1,1,,,,,,37,49
SADub7W22Zg,q8,yes,a2,,,"He explicitly says, \""look at that!\"" to the other man.",1,,,,1,,,28,30
SADub7W22Zg,q9,yes,a0,,,The driver has to pay attention to the road so they cannot look at each other in the eyes.,,1,,,,,,0,59
SADub7W22Zg,q10,yes,a1,,,"He reacts with \""wow\"" when the other man tells him that they still have 400 miles more to go.",1,,,,,,,10,14
SADub7W22Zg,q11,yes,a1,,,They seem to be having fun throwing banter at each other & sing along to a song together in the car.,1,1,,1,1,,,0,59
SADub7W22Zg,q12,yes,a1,,,They seem to be having fun throwing banter at each other & sing along to a song together in the car.,1,1,,1,1,,,0,59
SADub7W22Zg,q13,yes,a1,,,They are singing along to a song and wave their hand to show their enthusiasms.,,,,1,1,,,40,59
SADub7W22Zg,q14,yes,a2,,,He spins the map multiple time because he is confused and is not sure how to read the map properly.,,1,,1,1,,,3,10
sheEL099ADM,q1,yes,a3,a2,,The man is making jokes about the political statements.,1,1,,,,,,0,59
sheEL099ADM,q2,yes,a0,a1,,"The audience laughs to the man's jokes, implying they are enjoying his jokes and take on the White House statement.",1,,,,,1,,0,59
sheEL099ADM,q3,yes,a2,,,He is making jokes about the statement in an engaging way. He is very expressive when he talks to the audience.,1,,,1,1,1,,0,59
sheEL099ADM,q4,yes,a2,,,He is making jokes about the statements in an ironic and sarcastic way. ,1,,,,,,,0,59
sheEL099ADM,q5,yes,a1,,,"He makes fun on how the White House statement's spokesperson was said to be \""unidentified\"".",1,,,,,,,0,25
sheEL099ADM,q6,yes,a2,,,"It is apparent that the prom photo shown is an edited photo, used as a visual to tell the joke.",1,,,,,,,45,48
sheEL099ADM,q7,yes,a3,,,"The audience laughs to the man's jokes, implying they are enjoying his jokes and take on the White House statement.",1,,,,,1,,0,59
sheEL099ADM,q8,yes,a0,,,"Yes, he says positive things about the statement in an ironic and sarcastic tone.",1,,,1,,1,,0,59
SIjRT3fcsko,q1,yes,a0,,,She smiles and laughs when talking to the younger couple. Her expressive intonation also suggests that she is excited to talk to them ,,,,1,,1,,0,59
SIjRT3fcsko,q2,yes,a0,,,"They seem to be amused by the woman's statement, the man even expresses his feelings with \""wow!\"".",1,,,1,,1,,15,19
SIjRT3fcsko,q3,yes,a3,,,"At the beginning of the video, the young man asks the old lady \""so have you folks spin on the road on it?\"", asking questions about them and their van.",1,,,,,,,0,5
SIjRT3fcsko,q4,yes,a1,,,"She tries to tell him the right information, \""no silly, he was a writer!\"".",1,,,,1,1,,28,30
SIjRT3fcsko,q5,no,,,,He seems disinterested in the conversation and we can see him reading a book on the car. But we cannot know for sure why he does not join the conversation.,,,,,,,Anything to help us understand his true feelings,,
SN_U0Pc9YKU,q1,yes,a3,,,The woman tries to hide from the man in the beginning and shows that she is displeased by him coming to the office. So we can assume that the smile is only a courtesy rather than a genuine one.,,1,,1,,,,0,59
SN_U0Pc9YKU,q2,yes,a0,,,The man in blue shirt was happy to see the man in grey and invites him to come to his office.,1,,,1,,1,,26,40
SN_U0Pc9YKU,q3,yes,a0,,,"She tries to hide from his sight at the beginning of the video and after he leaves the room she makes a confused and disturbed facial expression, implying that she is unhappy to see him.",,,,1,,,,0,59
SN_U0Pc9YKU,q4,yes,a3,,,"She tries to hide from his sight at the beginning of the video and after he leaves the room she makes a confused and disturbed facial expression, implying that she is unhappy to see him.",,,,1,,,,0,59
SN_U0Pc9YKU,q5,yes,a3,a2,,"He smiles as he approaches the woman, suggesting that he is surprised yet pleased to see her presence.",1,,,1,1,1,,0,11
SN_U0Pc9YKU,q6,yes,a0,,,She only smiles a little bit to be polite at the beginning when she talks to him. Her smile looks forced and not genuine.,,,,1,,1,,0,59
sqIR2N5izHo,q1,yes,a2,,,"They are talking about the woman meeting another woman, possibly a celebrity. He expresses how he is amazed that the celebrity knew about the woman.",1,,,,,,,0,35
sqIR2N5izHo,q2,yes,a0,,,"They are talking about the woman meeting another woman, possibly a celebrity. He expresses how he is amazed that the celebrity knew about the woman.",1,,,,,,,0,35
sqIR2N5izHo,q3,yes,a1,a3,a0,"He keeps eye contact with her when she speaks, he reacts to her anecdote in an engaging way, evident in his voice tone, facial expression, and body language.",1,,,1,1,1,,0,59
sqIR2N5izHo,q4,yes,a0,a3,,"She sounds calm and composed the whole scene, but she states that she is in disbelief that the celebrity woman in the story recognizes her.",1,,,1,,1,,0,59
sqIR2N5izHo,q5,yes,a2,,,"She states, \""I couldn’t believe it, it was incredibly surreal,\"" meaning that she feels flattered.",1,,,,,,,27,30
SxtSW5HFkvg,q1,yes,a0,,,"At the end of the video, we can see that they have prepared jewelry to demonstrate to the audience how the product works. ",1,1,,,1,,,41,59
SxtSW5HFkvg,q2,yes,a0,a3,,They engage with each other in a professional manner. They speak in turn and they pay attention when the other person is speaking.,1,,,1,,1,,0,59
SxtSW5HFkvg,q3,no,,,,They are both trying to sell the product. It is unclear if they like the same thing or not.,,,,,,,Anything to tell us about the two women's interests.,,
SxtSW5HFkvg,q4,yes,a0,,,"She asks the woman to demonstrate how the product works, \""if you will, talk to us a little bit about how easy it is to use\"".",1,,,,,1,,39,42
SxtSW5HFkvg,q5,yes,a2,,,"She is enjoying doing her work, trying to advertise the product.",,,,1,,1,,0,59
tbwPN9fZb2Q,q1,yes,a0,a1,,"He asks the question again to clarify his understanding about the woman's answer, implying that he is confused by her answer.",1,,,,,,,16,20
tbwPN9fZb2Q,q2,yes,a3,,,"He thinks that the woman did not answer the question being asked. He explicitly comments, \""you haven’t answered the question.\""",1,,,,,,,24,59
tbwPN9fZb2Q,q3,yes,a2,a1,,"Her facial expression suggests that she is confused, but she is trying to do her job to answer the press.",1,,,1,,1,,0,24
tbwPN9fZb2Q,q4,yes,a3,a0,,She answers with a vague statement and when the reporter tries to clarify her answer she avoids him by saying that she wants to hear questions from another reporter.,1,,,1,,,,0,24
tbwPN9fZb2Q,q5,yes,a1,,,There is no man in a red tie in the video.,,1,,,,,,0,59
tbwPN9fZb2Q,q6,yes,a1,,,He thinks that the woman avoided answering the question and is telling a lie.,1,,,,,,,24,59
tbwPN9fZb2Q,q7,yes,a2,,,"He explicitly states, \""it is just a bold-faced lie\"" at 00:38.",1,,,,,,,24,59
tbwPN9fZb2Q,q8,yes,a0,,,She answers with a vague statement and when the reporter tries to clarify her answer she avoids him by saying that she wants to hear questions from another reporter.,1,,,1,,,,0,24
TewPhK6CZ-Q,q1,yes,a0,a1,,"He talks about the topic passionately, actively using hand gestures to emphasize his points, and talks in an enthusiastic voice tone. ",,,,1,1,1,,0,35
